type_debris,waste_quantity,pickup_name,pickup_address,pickup_city,pickup_state,pickup_zip,pickup_lat,pickup_lng,pickup_geocode_confidence,generator_name,generator_address,generator_city,generator_state,generator_zip,transporter_name,receiving_name,receiving_address,receiving_city,receiving_state,receiving_zip,receiving_lat,receiving_lng,receiving_geocode_confidence
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook NY 11741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook 11741,Mt. Sinal,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook NY 11741,Mt. Sinal,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp.,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp.,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11766,PEM Island Materials Corp.,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp.,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook NY 11741,Mt. Sinal,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pedra Earth Movers,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pond View Estates,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook,Mt. Sinal,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook,Mt. Sinai,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741,Holbrook,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pond View Estates,PO Box 741 Holbrook NY 11741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Cubic Yards,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinal,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741 Holbrook,Mt. Sinal,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers Inc.,PO Box 741,Holbrook,NY,11741,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,30 Tons,Pond View Estates,Plymouth Ave,Mt. Sinai,NY,11766,40.9188899,-73.0003063,confirmed,Pedra Earth Movers,PO Box 741 Holbrook NY 11741,Mt. Sinai,NY,11766,PEM Island Materials Corp,Town of Brookhaven Landfill,350 Horseblock Road,Brookhaven,NY,11719,40.7996994,-72.9239556,confirmed
Mix/Other,12.63 Tons,Unknown,171-12 107 Avenue,Jamaica,NY,11433,40.700445,-73.7835802,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Mix/Other,35 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-Tutor Perini - East Side Access,Honeywell Street & Northern Boulevard,Sunnyside,NY,11101,40.75203103,-73.93192668,confirmed
Mix/Other,35 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-Tutor Perini - East Side Access,Honeywell Street & Northern Boulevard,Sunnyside,NY,11101,40.75203103,-73.93192668,confirmed
Mix/Other,35 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-Tutor Perini - East Side Access,Honeywell Street & Northern Boulevard,Sunnyside,NY,11101,40.75203103,-73.93192668,confirmed
Mix/Other,35 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-Tutor Perini - East Side Access,Honeywell Street & Northern Boulevard,Sunnyside,NY,11101,40.75203103,-73.93192668,confirmed
Mix/Other,16.41 Tons,Hudson Companies,1221 Spofford Avenue,Bronx,NY,10474,40.8140774,-73.890456,confirmed,Russo Development Enterprises,67 East Avenue Lawrence NY 11559,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",110 Sand Company,136 Bethpage-Spagnoli Rd,Melville,NY,11747,40.76875001,-73.43717798,confirmed
Demolition Waste,4.91 Tons,Unknown,700 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,confirmed,"Russo Development Enterprises, inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Cooper Recycling,123 Varick Ave,Brooklyn,NY,11237,40.7099207,-73.9291852,confirmed
Demolition Waste,7.38 Tons,Unknown,700 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,confirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Cooper Recycling,123 Varick Ave,Brooklyn,NY,11237,40.7099207,-73.9291852,confirmed
Mix/Other,25 Tons,Unknown,700 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,confirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Tons,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-Tutor Perini - East Side Access,Honeywell Street & Northern Boulevard,Sunnyside,NY,11101,40.75203103,-73.93192668,confirmed
Mix/Other,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-Tutor Perini - East Side Access,Honeywell Street & Northern Boulevard,Sunnyside,NY,11101,40.75203103,-73.93192668,confirmed
